title,company,location,description
Senior / Expert Developer (f/m/d) Core Data Platform HANA & Analytics: Data Management & Platform,SAP,Walldorf,"SAP Data Intelligence (formerly known as SAP Data Hub) is the SAP solution for data management, data orchestration and data governance.WHAT YOU GET FROM US."
Senior Ruby on Rails Developer (m/f/d),DataGuard,München,DataGuard is re-inventing data protection across Europe with our “Privacy as a Service” (PaaS) approach and helps customers on their journey to comply with the…
Software Engineer in Test (Video Squad),Zattoo,Berlin,"A BS/MS degree in computer science or similar discipline.You will be working together closely with the core video, middleware, data and SRE/Ops teams to build…"
Intern – Founder Associate (m/f/d),FERNRIDE GmbH,München,"Be data-driven: We decide based on reliable data, enabling precision and maximum impact.Fernride offers Logistics customers the end to end integration of…"
Creative Marketer (intern/working student) (m/w/x),Process& GmbH,München,You will work independently with our data science and sales team to generate significant sales growth for Process&.... are out-going and hands-on.
Director of Software Engineering,caresyntax,Berlin,"Familiar with healthcare data exchange protocols such as HL7, DICOM, FHIR.Experienced with IoT development, familiar with system integration in the surgical/OR…"
PhD and PostDoc Positions in 3D Machine Learning / 3D Vision (Prof. Dai),Technische Universität München,München,"We investigate machine learning approaches to infer semantic understanding of real-world scenes and the objects inside them from visual data, including images…"
Sr. Full Stack Engineer (Python/Node.js) - IoT Cloud (m/f/x),Next Big Thing AG,Berlin,"Create production setup for data analytics for the ventures.Experience with big data technologies and stream processing (Spark, Kafka etc)."
"Medical Science Liaison, temporary - 12 months",Incyte Corporation,Deutschland,Discuss scientific data on Incyte products with all relevant stakeholders (i.e. hematologists and oncologists).Leipzig and north-eastern part of Hesse incl.
Senior Analytics Expert / Data Scientist (m/w/d),Datalogue GmbH,Hamburg,"Wir bei DATALOGUE wollen die datengetriebene Zukunft aktiv mitgestalten.Dazu unterstützen wir unsere Kunden, Daten für Sales & Marketing intelligent nutzbar…"
Junior/ Senior BI Analyst (f/m/d),WOW Tech Group,Berlin,Support and training of the operational departments in interpreting data and using digital analytics tools as well as our data warehouses.
Data Engineer/ ETL Entwickler (m/w/d),Ranger Marketing & Vertriebs GmbH,Düsseldorf,Die Ranger Gruppe ist einer der führenden Outsourcing-Dienstleister für B2C und B2B Sales & Services in Europa.Lerne unser Head Office kennen:
Data Scientist (m/f/x),solexas GmbH,Karlsruhe,Exchange your knowledge with other data scientists and developers on the team and possibly take responsibilities outside pure data science when needed.
Data Scientist (m|f|d),Sartorius Corporation,Göttingen,"You assess the effectiveness and accuracy of new data sources and data gathering techniques.You bring excellent knowledge of machine learning (AI), data mining…"
Data Scientist (m|f|d) Membrane Technologies,Sartorius Stedim Biotech,Göttingen,"You assess the effectiveness and accuracy of new data sources and data gathering techniques.You bring excellent knowledge of machine learning (AI), data mining…"
IT Administrator,SolaVieve Technologies GmbH,Home Office,"To perform data backup and recovery processes.Possessing or pursuing a university degree in an IT, Computer science, computer engineering or related field."
Data Scientist - 360° (m/w/d),ABOUT YOU GmbH,Hamburg,Der Online-Fashionshop ABOUT YOU gehört zu den am schnellsten wachsenden E-Commerce-Playern Europas und wurde bereits mehrfach ausgezeichnet.
InStep Internship,Ruhr Universität Bochum,Düsseldorf,Passionate about technology and computer science.InStep is the Global Internship Program of Infosys Limited.It has been ranked as the no.1 internship globally…
Pflichtpraktikum - Makers Garage (Data Science & Analytics),Continental AG,Hamburg,"Unsere Abteilung Innovation & Digitalisierung sucht ab sofort einen engagierten Pflichtpraktikanten (m/w/divers), der für die nächsten 3 bis 6 Monate aktuelle…"
Intern - Pricing,ABOUT YOU GmbH,Hamburg,You will enable the company to take data-driven decisions by optimizing our algorithm day by day!We are currently looking for an Intern Pricing to support our…
Teamleiter Data Analytics / Data Scientist (m/w/d),Lidl Dienstleistung GmbH & Co. KG,Neckarsulm,Bei Lidl arbeiten heißt: die Zukunft des Handels mitgestalten.Dabei das große Ganze ebenso im Blick haben wie die Details.Für dein Team – und für dich selbst.
HANA Cloud (Senior) Service Developer (f/m/d) - HANA Cross Cloud Enablement Data Team,SAP,Walldorf,"We enable our customer to manage their data storage, run powerful applications and federate their data between different sources - all within a single cloud…"
Data Engineer (m|f|d),Sartorius Stedim Biotech,Göttingen,You create and maintain data models to make information available in a user-friendly fashion for use in data analytics.
"Operations Manager Agile Data Research, Veeva Link (Remote)",Veeva Systems,Frankfurt am Main,"Experience with life sciences data.Lead a team of 20+ data stewards who execute those processes.Degree in business administration, computer science, or a…"
Expert (m|f|d),Sartorius Corporation,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
Quality Assurance Trainee/Student (f/m/d),Thryve,Berlin-Kreuzberg,"Analysing raw sensor signals and health data, our multi-disciplinary team creates a comprehensive set of health indicators available from everyday devices."
Data Engineer (m/w/x),infoteam Software AG,Erlangen,"Data Engineer (m/w/x).Wir bei infoteam realisieren seit fast 40 Jahren spezifische Softwarelösungen für unsere Kunden aus den Märkten Industry, Infrastructure,…"
Expert (m|f|d) Product Compliance & Hazardous Substances,Sartorius Stedim Biotech,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
Junior Machine Learning Engineer (m/w/d),antwerpes ag,Köln,"ZEIG KÖLN, WAS DU KANNST, ALS.Junior Machine Learning Engineer (m/w/d).Du weißt, wie viel Potenzial in Data Science und KI steckt?Lutz, seit 2007 im Design."
Head of Product Management Sustainability (m|f|d),Sartorius Corporation,Home Office,Sartorius’ ambition is to simplify progress in life science research and the.We are currently seeking a Head of Product Management Sustainability (m|f|d) for…
Manager (m|f|d),Sartorius Corporation,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…
Duales Studium zum Master of Science in Data Science (w/m/d),ORDIX AG,Wiesbaden,"Du erlernst den Umgang mit Big Data-Technologien, wie z.B.NoSQL-Datenbanken, Apache-Hadoop und -Spark.Du befasst Dich mit sehr großen Datenmengen, Big Data…"
PIM Power User (m|f|d),Sartorius Corporation,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…"
Engineer Plastic Material Development (m/f/d),MAUSER,Brühl,Select / compare /advice plastic raw materials based on available data.Mauser Packaging Solutions is looking for a passionate and highly motivated.
Manager (m|f|d) Upstream Research,Sartorius Stedim Biotech,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…
PIM Power User (m|f|d) – Marketing Business Separation,Sartorius Stedim Biotech,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…"
Data Scientist (m/w/d),engineering people GmbH,Ulm,Bereitstellung von Data Science Lösungen und Machine Learning Algorithmen.Arbeit an unterschiedlichen innovativen Use Cases.
Gameplay Programmer [Anno] (f/m/d),Ubisoft,Mainz,"Computer science, mathematics, physics, or related degree.Strong data structures, logic, algorithms, and optimization skills.26 days paid vacation per year."
Research associate / PhD student (f/m/d) - Department of Computer Science and Automation - Complexity and Efficient Algorithms group - Kz. 140/2020,Technische Universität Ilmenau,Ilmenau,"Teaching: The research associate is to support the teaching in the complete spectrum offered by the research group (algorithms and data structures, cryptography…"
Delivery Lead - Client Access,Adecco Group,Berlin,"A graduate degree in computer science, IT or equivalent.Candidates with an MBA in addition to a bachelor’s degree in computer science and engineering will be…"
Senior Director of Customer Acquisition,Pipedrive,Berlin,Experience working closely with engineering and data science partners to develop custom tools and strategies to maximize performance.What we're looking for:
Government & Regulatory Affairs Senior Manager (m/f/d),IBM,Berlin,"You will also cover a broad variety of data policy issues, from E-Privacy over the review of data protection laws till emerging issues such as questions around…"
Early in Career - EMEA Associate Systems Engineer,University Program,München,"Continuous self-improvement and learning to maintain technical leadership of applicable technologies (data center, SDN, public cloud, security, networking, etc.…"
Duales Studium zum Master of Science in Informatik (w/m/d),ORDIX AG,Wiesbaden,"Du erlernst die Funktionsweise von Data Warehouse, Business Intelligence und Big Data Technologien und deren Einsatz in echten Projekten."
UX/UI Designer (m/f/x),Temedica GmbH,München,"At Temedica, we combine digital technologies with medical science - two areas that for us are inseparable.It means you get the opportunity to craft the future…"
Senior BD / Sales Manager,Plug and Play Tech Center,München,Execute business development and corporate market research programs by devising collection methods and then collect targeted data to identify and evaluate…
DWH/BI Cognos Developer (m/w/d),"Fiserv, Inc.",Nürnberg,Identify and resolve data ETL/reporting issues in a timely fashion.Design/Development of DWH/BI/Analytics/Reporting solutions.
DevOps Engineer Cloud (m/f/d),PRISMA European Capacity Platform GmbH,Leipzig,We take care of your personal data.University degree in computer science or related fields.Join our team in Leipzig and help make fair markets happen – as our…
SUPV FINANCIAL MANAGEMENT SPECIALIST,US Department of Defense,Vaihingen an der Enz,"Specialized experience is defined as experience applying Financial Management Regulations, Appropriations Law, Federal Accounting Standards Advisory Board …"
"Software Engineer (Java, Kafka)",Nexthink,Berlin,"Does working on data-intensive high-scale data-pipelines processing billions of events per day appeal to you?Then continue reading, you are in the right place!"
Senior Security Engineer PKI (m/f/d),NGENA,Frankfurt am Main,You have successfully completed your degree in computer science or related fields.Information about processing of your data by ngena GmbH can be found here:…
Senior Solution Specialist/Expert (f/m/d) Industrial Machinery & Components (Supply Chain Planning),SAP,Walldorf,"Good understanding of emerging technologies like artificial intelligence, machine learning, internet-of-things or big data.Expected Travel: Up to 30%."
Duales Studium Wirtschaftsinformatik 2021,Deutsche Bahn,Frankfurt am Main,Die Deutsche Bahn ist einer der vielfältigsten Arbeitgeber Deutschlands.Wir suchen Jahr für Jahr neue Talente für ein Duales Studium.
Senior Developer/ Development Expert (f/m/d) within the HANA Competence Center,SAP,Walldorf,Key portfolio elements driving the above strategy are SAP Analytics Cloud and HANA Cloud Services finally combining cloud data management with cloud analytics…
Senior Advisory Consultant (Level 6),AWS EMEA SARL (Germany Branch),München,"Bachelor’s degree in business, computer science, IT operations, HR, communication, or related fields.These frameworks and mechanisms will be specifically…"
Software Product Owner for Sensor Systems,Bosch Group,Kusterdingen,The sensors enable devices to recognize their surroundings and to transmit the data collected.Bosch Sensortec GmbH develops and markets key technologies in…
HANA Cloud (Senior) Service Developer (f/m/d) - HANA Cross Cloud Enablement Services,SAP,Walldorf,"We enable our customer to manage their data storage, run powerful applications and federate their data between different sources - all within a single cloud…"
Software Development Engineer - Amazon Web Services IDEs - Berlin - m/f,Amazon Development Center DEU,Berlin,"1+ year of experience with software architecture, data structures and modern design patterns.Protecting your privacy and the security of your data is a…"
Working Student | Data,sennder,Berlin,The successful candidate should have a keen interest in both data and programming as well as some basic science understanding and excellent English language…
Data Scientist (all genders),Merck KGaA,Weiterstadt,"Experience with Structured and Unstructured data.Addressing specific use cases from the CFO Group, you will deliver meaningful analysis and conclusions using…"
Data Scientist (m/f/d),FREE NOW,Berlin,"In the FREE NOW data science team we are solving key problems related to urban transportation.You will work with large, interesting data sets including…"
(Junior) Data Scientist (m/w/d) zur Erstellung von Lerninhalten,StackFuel GmbH,Berlin-Kreuzberg,In den letzten drei Jahren hat sich StackFuel zu einem der führenden innovativen Anbieter für praxisnahe Online-Trainings im Bereich Data Analytics und Data…
Data Analytics (Student Assistant/Werkstudent) (m/f/div),FLOCERT,Bonn,Strong affinity for statistics and data science.Exploring the data through basic data analysis (such as correlation and.FLOCERT is currently looking for a.
Data Analyst - Logistics Squad,SumUp,Berlin,"Support data-driven discussions within your team and across business areas, increase our data to produce insights and contribute to reaching and out-beating…"
Scientist Management of Regulatory Data (m/f/d),BASF Services Europe GmbH,Berlin,"Experience with common data science toolkits as well as data processing, data format transformation and restructuring.Agriculture is all about balance."
Data Scientist (m/w/d),TOOLPORT GmbH,Norderstedt,Als internationales E-Commerce-Unternehmen für professionelle Zeltlösungen verkaufen wir über 140.000 Zelte jährlich.DAS GIBT`S BEI UNS.
Data Scientist / AI Developer (m/w/d),Allymatch GmbH,Mainz,"Acquiring data from primary or secondary data sources and maintaining databases.Developing and implementing data analyses, data collection systems and other…"
"Student Employee – Data Engineer, Operations (m/f/d)",Statista,Hamburg,Writing SQL queries to extract data.Maintaining databases and ensuring data consistency.A data-driven mindset and distinctly analytical way of thinking.
Remote Working Student Position - Web Automation/Data Analyst for IOTG (f/m/d),Intel,Karlsruhe,"We are offering a student internship position (f/m/d) to enhance our data analytics, consolidation of data (ETL) and metrics consolidation via executive…"
Student research assistant with a background of computer science in X-ray astronomy (m/f/d),Leibniz Institut für Astrophysik,Potsdam,"Therefore, we encourage applications from computer science students.Science in X-ray astronomy (m/f/d).The data are obtained with the newly launched X-ray…"
Data Scientist (w/m/d),Westphalia DataLab GmbH,Münster,"Du glaubst an die Kraft von Daten?Du hast Lust, dich immer wieder neuen Herausforderungen zu stellen und zusammen mit einem hochmotivierten Team bisher…"
Data Analyst - Analytics Enablement (m/f/d),FREE NOW,Hamburg,Identify data requirements of the business and translate into functional requirements for data engineers and help improve data platform performance.
Machine Learning Engineer (m/f/x),Segment of One,Home Office,"Core computer science, data structures, and algorithms.Build scalable ML pipelines and prediction systems for transactional shopping data."
Research Engineer (m/f/d),neurocat GmbH,Berlin,"Several years of work experience in a data science- and/or ML-related context (i.e., statistics and/or optimization).Join our team at neurocat*."
"Associate Director, Data Governance",PSI CRO,München,"Coordinate data procurement through external data sources.Prior experience in data governance field, with large-scale data."
Senior Data Scientist,Trust In Soda,Berlin-Kreuzberg,Consult with senior leaders in the business and translate their business goals into analytical uses cases which can be used as a base to build useful data…
Senior Data Analyst - Customer Success (m/f/d),Jimdo,Home Office,You have 3+ years of experience in similar analytics or data science role(s).Our mission is to foster the understanding and usage of data throughout the…
"Medical Science Liaison Germany - International, Oncology, Start-Up Biotech",Amplity Health,Deutschland,"Within this role as a Medical Science Liaison (MSL), you are to be the trusted scientific partner in the field for external experts and decision-makers engaging…"
Academic research assistant (m/f/x),Universität des Saarlandes,Saarbrücken, Evaluation of biomedical data using machine learning and artificial intelligence.Computer science and in the life sciences and nanosciences.
Startup Praktikum (remote),placense,Aachen,Wolltest du schon immer mal in einem Startup arbeiten?Weißt aber noch nicht in welchem Bereich?Oder ob deine Expertise ausreicht?
Senior Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…"
Student assistant (f/m/d) or Research assistant (f/m/d) with Bachelor's degree,Universität Paderborn,Paderborn,"Solid experience with data base and data processing tools such as SQL, MongoDB,.Student of computer science, computer engineering, electrical engineering,."
Clinical Data Manager (m/f/d),Universitätsklinikum Heidelberg,Heidelberg,Applying clinical data standards to facilitate interoperability of participant-level data.Harmonizing longitudinal participant-level data from cohort studies…
"Manager Data Integrity (w/m/d), Pharma Quality",Hox Life,Frankfurt am Main,Sie suchen eine anspruchsvolle und spannende Aufgabe in der Pharmabranche.Zudem verfügen Sie über ausgezeichnete Expertise im Bereich Datenintegrität (DI).
Senior Data Engineer,Alldus,Berlin,Our client is a venture backed start-up who leverages Machine Learning to combat Fake news and drive more personalized content to individuals.
Product Analyst (f/m/x),OptioPay Group,Berlin,"You partner with data engineering in developing solutions to scale approaches to gathering, enriching and modelling user & transaction data."
Senior Data Engineer (f/m/x),Zenjob,Berlin,The focus of this role is data modeling for data warehousing.So we are looking for a data driven team player.Work with helpful and passionate Zennies.
Engineering Associate Director - Supplier Data Platform Services,Wayfair,Berlin,"As the Engineering Associate Director of Supplier Data Platform, you will lead the teams that are building the data, access layers, and data services, in…"
Machine Learning Engineer - Deep Learning Job,Cape Analytics,München,"This data forms the basis for our comprehensive data and analytics solutions.Founded in 2014, Cape Analytics is backed by leading venture firms and innovative…"
Data Scientist,Brunel,Münster,Interessieren Sie sich für Algorithmen und Analysen und sind sicher im Umgang mit einer Data-Science-nahen Programmierumgebung?
Desktop Support Engineer,TrailStone Group,Berlin,"A Bachelor's degree in computer science.While archiving data per the company's standard procedures.Software installation/patch management, data import/export…"
Academic Research Coordinator (m/f/x),Celonis SE,München,We believe in educating our youth as the next generation thought leaders in data and process science.Promote the presence of Celonis and its technology in…
Frontend Developer:in [m/w/d] | Expert for next level & data driven user experiences,WAYS GmbH,Düsseldorf,"Du machst unsere nächste Software zur Brand.Du gibst deinem Code den Style, den er verdient hat.Du hast das Multitalent, das alle wollen."
Research Associate / PhD student (subject to personal qualification employees are remunerated according to Marie-Curie-Richtlinie),Technische Universität Dresden,Dresden,"Reference to data protection: Your data protection rights, the purpose for which your data will be.Processed, as well as further information about data…"
Working Student (f/m/d) in the area of Program- and Quality Management for SAP Artificial Intelligen,SAP,Walldorf,"Support prototype implementations, data analysis, reporting and test activities e.g. of Chatbots.Preferred fields of study: information technology, computer…"
Doctoral candidate (f/m/d),Leibniz-Gemeinschaft,Bremen,"Through its research, ZMT contributes to developing science-based strategies for sustainable use of tropical coastal systems.Doctoral candidate (f/m/d)."
Cloud Developer - Data/Analytics (m/w/d),DuMont.next,Köln,"Cloud Developer - Data/Analytics (m/w/d).Du verfügst über sehr gute Kenntnisse in Analyse, Design, Entwicklung und Integration komplexer Anwendungen und…"
"2 Doctoral Students (100%), PhenoRob, Kennziffer 89/20/3.202",Rheinische Friedrich-Wilhelms-Universität Bonn,Bonn,"Making sensing/intervention decisions on the farm, rather than passive devices for data collection.Using autonomous robots with automated and individualized…"
Tutor Mathematics (m/f/d),XU Exponential University of Applied Sciences,Berlin,"Statistics, in particular data collection, representation, positional measures, scatter, concentration, frequency distribution, correlation and regression…"
Sr Director- EMEA Product Management,AT&T,Berlin,"Understand and incorporate market intel on key supply sources, demand sources, data sources, and vendors to influence our product and integration priorities."
BI Developer (f/m/d),Kolibri,Berlin-Kreuzberg,"Inform and educate data users with reliable, trustworthy data in a user friendly manner.Conceptualize, design and implement ETL processes and data pipelines to…"
Research Assist­ant-PostDoc - salary grade E 14 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Junior Web/.Net Developer (f/m/d),XTP AG,Home Office,"Completed computer science studies or comparable qualifications.With our big-data-driven, forensic approach we create transparency of costs, processes and…"
Clinical Research Associate - Germany,Synteract,Berlin,"Collect study related data and assist with the preparation, review and submission of regulatory documents to regulatory authorities."
CONTROLLER (W/M/D),BEOS AG,Berlin,Seit 2018 agiert die BEOS AG unter dem Dach von Swiss Life Asset Managers und gehört somit zur Gruppe des erfolgreichsten Schweizer Asset Managers in der…
Internship in Medical - 3D Printing and Electronics,Henkel,Düsseldorf,"Student who has successfully passed first semesters of science studies, ideally focused on medicine, chemistry or material science."
Freelance Data Scientist (m/w/d),Austin Fraser,Nürnberg,Für meinen Kunden in Nürnberg bin ich auf der Suche nach freiberuflichen Kandidat_innen aus dem Bereich Data-Science.
Wissenschaftlicher Mitarbeiter/ Wissenschaftliche Mitarbeiterin (m/w/d) für Data Science bzw. Maschinelles Lernen,Hochschule Neu-Ulm,Neu-Ulm,"Eine partnerschaftliche Atmosphäre am Campus zeichnet unsere Business School aus.Werden Sie Teil unseres dynamischen Teams in Lehre, Forschung und Verwaltung."
Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…"
Sr Python development Engineer,Amazon Development Center DEU,Berlin,“Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
VP of Engineering @ Kausa,Kausa,Berlin,Our mission is to empower businesses to make data-driven decisions faster and more effortlessly than ever before.Maintain high standards and reward excellence;
Employee in the admin­is­tra­tion - salary grade E9a TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Working Student Hedge Fund Analysis (f/m/d) Frankfurt am Main,Prime Capital AG,Frankfurt am Main,You will regularly update qualitative and quantitative fund data in the company’s internal data warehouse and data analysis systems.You are a team player.
Diätassistent / Oecotrophologe / Ernährungswissenschaftler (m/w/d),Vitadio,Berlin,"Diätassistent / Oecotrophologe / Ernährungswissenschaftler (m/w/d) in Berlin - Brandenburg*.| Remote | Teilzeit | August 2020.Gehalt: ab 400,00€ pro Monat."
Pflichtpraktikum Informatik / Data Science / IT (m/w/d),Campusjäger GmbH,Dortmund,Du unterstützt unser IT-Team bei der Weiterentwicklung unserer Produkte.Das kann beispielsweise die Weiterentwicklung der bestehenden oder einer anderen App…
Wissenschaftliche/r Mitarbeiter/in (m/w/d) Bereich Data Science u. Digitalisierung,Universität der Bundeswehr München,München,Publikation und Präsentation von Forschungsergebnissen.Unterstützung bei der Erstellung von Forschungsanträgen.Deutsch- und Englisch in Wort und Schrift.
Consultant,SHL,Frankfurt am Main,"Our science, innovation, rigor and commitment to proving business outcomes make us a trusted partner to organizations across the globe.What SHL Can Offer You:"
"Bioinformatician, Physical Scientist - Biostatistics, ML (m/f/d)",Oncimmune Germany GmbH,Dortmund,"Large scale data of excellent quality from multiplex autoantibody assay data.Hands-on experience in the integration, exploration and interpretation of large…"
Computer Scientist or IT Specialist (f/m/d) for Big Data/AI,Leibniz-Rechenzentrum,Garching bei München,"You have good knowledge in the fields data analytics / data mining and/or machine/deep learning, ideally in combination with additional knowledge in high…"
"Knowledge System Specialist, Intermediate",Intelligent Waves LLC,Stuttgart,"Perform general data administration to include: manually inputting data; creating, modifying, and deleting data (per Government policy parameters); researching…"
Junior Product Manager (m/w/d) Biosciences - DACH,BD,Heidelberg,"Develop and maintain expert market knowledge in terms of quantitative data (e.g. market data, market trends, competitor pricing) and qualitative data (e.g.…"
Supervisory Program Specialist (CYS Services) NF-03,US Department of the Army,Hohenfels,"Utilizes compensatory enrollment in all appropriate CYS programs based on CYMS enrollment data.The ability to plan and organize work, analyze problems to…"
Senior Account Manager,Codepan GmbH,Berlin-Kreuzberg,"An interest in data science, machine learning and AI.We bring all this together to design, implement and deploy data science projects that work."
Manager Cell Controls Engineering,Tesla,Grünheide,"Programming state machines for complex processes which involve multi-station parallel processing, pick and place automation, data acquisition, and PID control."
Senior Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
Medical Lead (Neurology) @ Health-Tech Start-Up,Atlantic Labs,Berlin,"We are a diverse, multidisciplinary team with backgrounds in technology, data science, design, patient-focused communications, and clinical research."
VR Programmer - Statistics (m/f/d),realworld one GmbH & Co KG,Freiburg,Implement intuitive UX for interacting with statistical data inside VR.Experience with analysis and visualization of data would be a huge plus.
Math Tutor (m/f/d),XU Exponential University of Applied Sciences GmbH,Home Office,"Statistics, in particular data collection, representation, positional measures, scatter, concentration, frequency distribution, correlation and regression…"
Werkstudent Recruiting (m/w/d),ONE LOGIC GmbH,Passau,Unser oberstes Ziel ist der wertschaffende Einsatz von Daten.Gewonnene Erkenntnisse sollen dabei zu neuem Handeln führen.Du hast uns jetzt auf dem Schirm?
Software Engineer (m/f/d),FREE NOW,Berlin,"You will work with large, interesting data sets including historical, real time and third party data streams.We are keen on hiring a Software Engineer (m/f) in…"
Digital Project Manager (m/w/x),ZEISS Group,Aalen,"Structure problems, analyze data and identify improvement for the online platform.All of this is supported by a special ownership structure and the long-term…"
Vice President IT Full-Time (f/m/d),homify GmbH & Co. KG,Berlin,"Direct and manage IT planning, schedules, policies and programs for the organisation's data processing, network communications, business operations, computer…"
Machine Learning / AI Engineer (w/m/d),Allgeier Enterprise Services AG,Freiburg,Standort: bundesweit; Einstiegsdatum: nach persönlicher Verfügbarkeit.Konzeption und Implementierung von Software-Lösungen im Bereich Künstliche Intelligenz …
Ground Truth Collection Engineer,Cape Analytics,München,Design and implement methods to quantify and improve ground truth data accuracy in collaboration with the data scientists.
Wissenschaftliche*r Mitarbeiter*in am Institut für Informatik,Westfälische Wilhelms-Universität Münster,Münster,Am Institut für Informatik im Fachbereich Mathematik und Informatik an der Westfälischen Wilhelms-Universität Münster ist zum nächstmöglichen Zeitpunkt unter…
Integration Manager - M&A (m/f/d),Berlin Brands Group,Berlin-Mitte,"The Berlin-based vertical commerce company Berlin Brands Group, founded as Chal-Tec GmbH in 2005 by Peter Chaljawski, has been successfully producing and…"
Gameplay Programmer - [The Settlers] (f/m/d),Ubisoft,Düsseldorf,Solid understanding of state of the art gameplay AI techniques and data structures.Bachelor or Master degree in computer science or any other relevant…
Master thesis in the field of proteomics in collaboration with the IMP Protein Chemistry group of Karl Mechtler,PreOmics GmbH,Martinsried,Basic knowledge in data analysis including database searches and software for quantitative proteomics is desirable.
