title,company,location,description
Praktikum Data Science – Projektmanagement,Deutsche Bahn,Berlin,Das Praktikum machst Du bei uns im „House of AI (Artificial Intelligence)“ der Deutschen Bahn.Hier werden die Daten der DB durch Data Analytics sowie Verfahren…
Data Scientist / Data Analyst – Controlling national (m/w/d),Lidl Dienstleistung GmbH & Co. KG,Neckarsulm,Bei Lidl arbeiten heißt: die Zukunft des Handels mitgestalten.Dabei das große Ganze ebenso im Blick haben wie die Details.Für dein Team – und für dich selbst.
Data Engineer (m|f|d),Sartorius Stedim Biotech,Göttingen,You create and maintain data models to make information available in a user-friendly fashion for use in data analytics.
Network Technician,A100 ROW GmbH,Frankfurt am Main,The position responsibilities will include scaling support of several data center locations and be responsible for day to day assistance with capacity…
Expert (m|f|d),Sartorius Corporation,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
Head of Investment (m/w/d),ATAI Life Sciences AG,Berlin,"ATAI is a Berlin, New York, and London based biotech company builder leveraging a decentralized, data-driven platform model with the aim of ultimately healing…"
PIM Power User (m|f|d),Sartorius Corporation,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…"
Algorithm Developer for Inertial Sensor Systems,Bosch Group,Kusterdingen,Create something new: Develop algorithms based on inertial sensor data using techniques such as data fusion and Kalman filters.
Tech Recruiter Freelance (m/f/x),KONUX,München,We strive to help industrial companies improve their maintenance and performance decision making in a data-driven world.Capacity: Full-time (40 hrs per week).
Software Engineer (m/f/d) Financial Indexing,Solactive AG,Frankfurt am Main,"Acceptance testing and evaluating data.Academic degree in mathematics, computer science or related studies.Since 2007, we develop tailor-made and multi-asset…"
"Software Engineer (Java, Kafka)",Nexthink,Berlin,"Does working on data-intensive high-scale data-pipelines processing billions of events per day appeal to you?Then continue reading, you are in the right place!"
Manager (m|f|d),Sartorius Corporation,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…
Expert (m|f|d) Product Compliance & Hazardous Substances,Sartorius Stedim Biotech,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
PIM Power User (m|f|d) – Marketing Business Separation,Sartorius Stedim Biotech,Göttingen,"You have an advanced understanding of business processes, standards and practices around product data.You are data driven with a process oriented mind-set and…"
Co-Founder & CMO @ MyHomely B2C FinTech Startup (f/m/d),Stryber GmbH,München,"Bachelor's or Master's degree with outstanding academic results, preferably in the field of business, science or engineering.This is where you come in."
Manager (m|f|d) Upstream Research,Sartorius Stedim Biotech,Göttingen,PhD in Biological science or biological engineering.Demonstrated ability to drive and influence multidisciplinary teams such as data scientists and bioprocess…
"Clinical Research Associate (Freelance) - Dresden, Germany",Translational Research in Oncology,Home Office,Performing data verification of source documents;Assisting with data validation and query resolution;Completion of a science-related Bachelor’s degree.
"Clinical Research Associate (Freelance) - Frankfurt, Germany",Translational Research in Oncology,Home Office,Performing data verification of source documents;Assisting with data validation and query resolution;Completion of a science-related Bachelor’s degree.
Early in Career - EMEA Associate Systems Engineer (German speaker),University Program,München,"Continuous self-improvement and learning to maintain technical leadership of applicable technologies (data center, SDN, public cloud, security, networking, etc.…"
Senior TM1 - Planning Analytics Consultant (m/w/d),accantec group,Hamburg,"Sie sind in der IBM BI- und Analytics-Welt zu Hause?Sie möchten Verantwortung in Projekten oder auch für ein Team übernehmen, eigenverantwortlich arbeiten und…"
Biocompatibility Assessment (m/w/d),Hays,Bensheim,Experience in the evaluation of bioanalytical data and in the evaluation of Biocompatibility in accordance to ISO 10993 and EN ISO 7405.
Software Engineering Manager (Global Contact CenterTech) (f/m/d),Delivery Hero,Berlin,Rock solid computer science fundamentals in data structures & algorithms.Experience in running & maintaining a (micro-)service environment with decoupled…
Teamlead Business Intelligence (m/w/d),YFood Labs GmbH,München,"YFood ist ein Food-Tech Startup aus München, das mit innovativen Complete Food Lösungen die Lebensmittelindustrie revolutioniert und bisherige…"
"Wissenschaftliche*r Mitarbeiter*in (m/w/d), EG 13 TV-H im Fachgebiet Wissensverarbeitung",Universität Kassel,Kassel,"Die Universität Kassel ist eine dynamische Universität mit rund 25.000 Studierenden.Sie hat ein außergewöhnlich breites Profil mit den Kompetenzfeldern Natur,…"
VP of Product (m/f/d),e-bot7 GmbH,München,Top MSc or BSc degree in computer science or related field.With our expert team of application developers and data scientists we work closely together with our…
Data Engineer (m/w/d),Greifenberg Personalberatung & Recruiting,Nürnberg,"Sie möchten mitgestalten und eine Bank mit in die Zukunft führen, dessen Produkte deutschlandweit bekannt sind.Kenntnisse in Unix/Linux Umgebungen."
Principle Product Manager - Technical,Amazon Development Center DEU,Berlin,"Strong quantitative data analysis and critical thinking skills; ability to use hard data and metrics to back up assumptions, recommendations, and drive actions."
Senior Business Intelligence Engineer,Amazon EU SARL(Germany Branch),München,"Capable of investigating, familiarizing and mastering new data sets quickly.Ability to display complex quantitative data in a simple, intuitive format and to…"
Junior Online Marketing Manager (CONTENT / SEO),datapine GmbH,Berlin,"We have developed a powerful data analysis and visualization solution for small and medium-sized companies.RIB datapine is a young, innovative and fast-growing…"
Full Stack Developer (f/m/d),Allianz Digital Health GmbH,München,"We offer digital health services based on advanced data analytics and a modern IT architecture.At ADH, our mission is to radically innovate the way we think…"
Senior Software Engineer - Fullstack (m/f/d),Enpal GmbH,Berlin-Friedrichshain,"You create security and data protection settings.You troubleshoot, debug and upgrade software and work with data scientists and analysts to make further…"
Data Scientist (m/w/d) (Mediengruppe RTL Deutschland),Mediengruppe RTL Deutschland GmbH,Köln,"Perform complex analyses of structured and unstructured data.In our central data division of the Mediengruppe RTL, Data & Audience Intelligence, we bundle our…"
Junior Data Scientist (m/f/d),Mister Spex GmbH,Berlin,"You will take over responsibility within the whole lifecycle of a data science project - collecting stakeholder requirements, visualizing and communicating deep…"
Head of Data Science (m/f/d),Allianz Global Corporate & Specialty,München,Experience in leading team of data science experts and a track record in developing and deploying advance analytics solutions.Experience with R is a plus.
Werkstudent (w/m/d) Data Analytics im MindSphere Application Center,Siemens AG,Nürnberg,"Wie werden wir uns übermorgen fortbewegen, miteinander kommunizieren, Energien nutzen?Lass uns gemeinsam an den Antworten arbeiten.Damit die Welt mehr kann."
Praktikant/Werkstudent - Data Science (Analytics) (m/w/d),Schwarz Dienstleistungen,Neckarsulm,"Die Schwarz IT ist als zentraler IT-Dienstleister für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und…"
"Abschlussarbeit (Bachelor/Master): ""Data Science for Quality Inspection""",Siemens AG,München,Wie wäre es: Willst du Seite an Seite mit Profis und Experten die cleverste Lösung finden?Dann fertige bei uns deine Bachelor- oder Masterarbeit an!
Data Analyst Intern (m/f/d),Taxfix,Berlin,"Provide product teams with access to data by creating dashboards.Alongside our Head of Data Analytics and Senior Data Analysts, you will work closely with…"
Data Scientist (f/m/d),Siemens AG,Erlangen,"You are part of an international team of data scientists with diverse backgrounds, utilizing AI and data analytics methods to accelerate Siemens internal…"
"Data Scientist (m/f/d) - Speech Technologies, Machine Learning",Altagram GmbH,Berlin-Friedrichshain,"Analytic reasoning and complex problem solving involving mathematical programming and big data problems.Additionally, you will analyze and model audio, text,…"
Senior Data Analyst (f/m/x),Zenjob,Berlin,Conduct detailed data analysis on data used across business units to evaluate business processes and improve on/create a new feature.
Senior Project Assistant (Research Projects),International Organization for Migration,Berlin,"Survey data and report writing.And survey data and report writing.Of research, data analysis and monitoring& evaluation.Reference Code : VN-DE1-2020-20."
Predictive Business Intelligence Expert (m/f/d) in Group Data Analytics,Allianz SE (global headquarters),München,"Ensure data integrity and data quality.Design data models to support interactive dashboards and data analyses.Expertise in data modelling, databases and SQL."
Expert Agronomy Modeling (m/f/d),BASF Digital Farming GmbH,Köln,"Last but not least, you are responsible for the data preparation and data cleaning in close alignment with the Data Competency Center."
Senior Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…"
Data Analyst Business Intelligence (m/f/d),Westwing Home & Living GmbH,München,"Establish and constantly improve reporting tools for business stakeholders, in order to support data-driven decision.Do you think this could be you?"
Intern (m/f/x) Ornamental Plant Breeding summer semester 2021,Selecta One,Stuttgart,"Plant evaluation, data collection and data analysis.Student in horticulture, agricultural science or comparable, preferred with a focus on Plant."
Working student (m/f/x) Threat Intelligence,Avira,Tettnang,"Interested in cybersecurity and data visualization.Student (m/f/x) majoring in computer science.As part of the Threat Intelligence Team, you will learn how to…"
091_SMT: Juniorprofessur (m/w/d) für Data Science und / oder Software Engineering,Steinbeis Center of Management and Technology GmbH,Bonlanden,Sie haben Freude daran Studierenden Ihr Expertenwissen weiterzugeben und sie vom Studienstart bis zum Abschluss zu begleiten?Dann sucht unser Team genau Sie!
Traineeship in International Macroeconomics and International Finance,The European Central Bank,Frankfurt am Main,"A bachelor’s degree or higher in economics, finance, statistics, data science or a related field;Experience in data management and handling multidimensional…"
Data Engineer for Applied Biophysics (f/m/d),Beiersdorf AG,Hamburg,Integrate different data sources into the data lake.Your primary focus will be in supporting our AI / IoT scientists with data engineering skills for a better…
Rese­arch Assist­ant - salary grade,Technische Universität Berlin,Berlin,"Please find our data protection notice acc.Successfully completed university degree (Master, Diplom or equivalent) in computer science or comparable subject."
Junior Risk Analyst - Suitable for graduates,Statera Talent,München,"Any experience in risk management, quantitative finance or data analytics would be an advantage.Statera Talent are currently partnered with an established…"
Marketplace Solutions & Data Architect (f/m/d),Siemens AG,Erlangen,"Guide and coordinate with multiple team members and team including automation engineers, data engineers, data scientists, e-commerce marketing teams, and…"
Research Engineer (m/f/d),neurocat GmbH,Berlin,"Several years of work experience in a data science- and/or ML-related context (i.e., statistics and/or optimization).Join our team at neurocat*."
Praktikum (m/w/d),Volkswagen Financial Services,Braunschweig,"Supporting the activities of the DNA teams in advancing data science projects.To ensure this, we work in interdisciplinary teams consisting of data scientists,…"
(Junior) Data Engineer - Team Controlling (m/w/d),REWE Systems,Köln,"Ort: 50933 Köln | Vertragsart: Vollzeit, unbefristet | Job-ID: 176302.Das Produktteam Controlling ist für die inhaltliche Betreuung und Weiterentwicklung der…"
Internship – Mobile App Development with Machine Learning Methods,IAV GmbH,Berlin,"Ongoing study of computer science or a subject that meets the requirements.Measurement data collected in the past offer a wealth of knowledge, the potential of…"
Regulatory Affairs Associate (f/m/d),Foodspring,Berlin-Kreuzberg,"Supporting our current Regulatory Affairs Manager with things such as research tasks (e.g. legal cases), documentation and data collection."
Werkstudent (m/f/d),Airbus,Donauwörth,"Airbus is a global leader in aeronautics, space and related services.In 2019 it generated revenues of € 70.5 billion and employed a workforce of around 134,000…"
Werkstudent/Business Data Analyst (m/w/d),HAVER & BOECKER,Oelde,"Prozessoptimierung (Unterstützung der laufenden Analyse, Optimierung und Automatisierung der Prozesse für die strategische Ausrichtung der Projektkoordination…"
Post Doc Biopharmaceutical Development,Boehringer Ingelheim,Biberach an der Riß,"You ensure the delivery of high quality data, presentations and publications including required documentation.Post Doc Biopharmaceutical Development-2013235."
"Best.-Nr.: Wiss. MA: Doktorand (m/w/d) 3 Jahre 29,87 Std./Woche",Ruhr Universität Bochum,Bochum,"Are you looking forward to solve a complex interdisciplinary task on intersection of material science, applied mathematics, informatics and data-science?"
Professur (W2) für Didaktik der Geschichte,Technische Universität Dresden,Dresden,"Reference to data protection: Your data protection rights, the purpose for which your data will be pro-.At the Faculty of Arts, Humanities and Social Science…"
PostDoc (m/f/d) Combinatorial Polymer Chemistry,Helmholtz-Zentrum Geesthacht Zentrum für Material-...,Teltow,You are eager to collaborate with specialists on polymer analysis and computer scientists in order to drive a data based approach in polymer science.
Application Engineer for Smart Sensor Systems,Bosch Group,Kusterdingen,The sensors enable devices to recognize their surroundings and to transmit the data collected.Bosch Sensortec GmbH develops and markets key technologies in…
Masterarbeit im Bereich hochautomatisiertes Fahren - Big Data Analyse zur Auslegung des Fahrzeugverhaltens ab Februar 2021,Mercedes-Benz AG,Stuttgart Möhringen,Ohne Fahrer sicher und komfortabel auf den Straßen reisen - das ist einer der aktuellen großen Megatrends in der Automobilindustrie.
Data Engineer (m/f/d),BASF,Berlin-Friedrichshain,Working with teams you will assist with data-related technical issues as well as translate stakeholder requirements into concrete specifications for the data…
Image Analysis Specialist (m/f/d),Institut für Neuropathologie,Göttingen,Specialization: to develop computational methods for the analysis of cellular cryo-electron tomography data.The successful candidate will develop computational…
"AI/ML - Software Engineering Internship, ML Platform & Technologies",Apple,Heidelberg,"As part of Apple's Machine Learning and AI team, we transform every Apple product and because we fully integrate hardware and software, we can collaborate to…"
Information Security Office member at Daimler Mobility AG Headquarter (f/m/x),Daimler Mobility AG,Stuttgart,"Basics for ITIL and data protection (GDPR).Knowledge of application functionality to including the following components: authentication, authorization, data…"
Junior Frontend Developer (x/f/m),Ubermetrics Technologies GmbH,Berlin,Solid knowledge about computer science.Plan and design data analytics features and visualizations for our users.A very good command of English.
Solution Engineer - Data Management,Snke OS,München,"The central and powerful data hub will connect and manage data streams within a hospital IT environment, escorting the patient data journey."
Cloud Developer - Data/Analytics (m/w/d),DuMont.next,Köln,"Cloud Developer - Data/Analytics (m/w/d).Du verfügst über sehr gute Kenntnisse in Analyse, Design, Entwicklung und Integration komplexer Anwendungen und…"
Business Process Engineer - Germany (Remote),Revolut,Berlin,"Use a data driven approach to solve complex and business critical problems.B.S/M.S in Operations Research, Engineering, Physics, Mathematics, Computer science…"
RIM Project Specialist (f/m/d),Grünenthal,Aachen,Administers in-house training for (individually or as classroom training) on processes and tools critical for maintaining regulatory data/document.
Digital Strategy Intern (m/f/d),OMMAX GmbH,München,"Gather, analyze and evaluate data for different customer reports.Support the strategy and business development team in creating market analysis, evaluations as…"
Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…"
Head of Experimentation - Applied Science (w/m/d),Zalando,Berlin,"Masters degree in statistics, economics, or similar data science or social science fields with an emphasis on computational research methods."
Ingenieur_in Digitalisierung (w/m/d),BASF,Schwarzheide,"Das European Site & Verbund Management entwickelt die großen, europäischen Standorte der BASF stetig weiter und sichert damit deren Wettbewerbsfähigkeit: Wir…"
PhD Student (f/m/d) in the area of explainable AI for industrial applications,Siemens AG,München,"Creating XAI methods for time series data.This PhD topic aims to develop novel explainable AI (XAI, interpretable Machine Learning) methods to enable human…"
Werkstudent (m/w/d) Data Engineering,item Industrietechnik GmbH,Solingen,Wir suchen zeitnah Werkstudenten (m/w/d) zur Unterstützung unseres Teams Business Intelligence / Datawarehouse.Werkstudenten (m/w/d) Data Engineering.
Technical Support Consultant / Biomedical Engineer / Neuroscientist (m/w/d),Nirx GmbH,Berlin,Extensive knowledge in fMRI data analysis or successful publication of fNIRS data.Consulting on data analysis strategies best suited based on the customer's…
PHY Systems Engineer (Part-Time) (m/f/d),Apple,München,Design and simulate state-of-the-art physical layer wireless communication system algorithms for high data rate applications.Imagine what you could do here.
Working Student- Non-technical,AWS EMEA SARL (Germany Branch),München,Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
"SDE for Image Optimisation, Machine-Learning, and Computer Vision",Amazon Development Center DEU,Berlin,"Experience in algorithms and data structures, numerical optimisation, parallel and distributed computing.Protecting your privacy and the security of your data…"
Digital Analytics Manager (m/f/w),ESL Gaming GmbH,Köln,"Drive the Digital Business Services team to improve the data warehouse (additional data, features, new.Navigate a diverse set of B2C products and data sources…"
Business Intelligence Analyst (m/w/d),ManpowerGroup,Düsseldorf,"Für unseren Kunden, die Metso: Outotec suchen wir als ManpowerGroup Solutions ab sofort einen Business Intelligence Analysten (m/w/d) am Standort Düsseldorf."
Anaplan Architect (m/w/d),C4 Connect Hamburg KG,Essen,Sie unterstützen bei der Modellierung und Implementierung einer auf Anaplan gestützten Planungs- und Analyselösungen als Experte in der Software sowie in den…
Marketing Lead axSpa,UCB S.A.,Monheim,"Knowledge and application of business planning and leadership principles such as data analysis, goal setting, action plans, monitoring tools to develop and…"
Conceptor (m/f/d),OMMAX GmbH,München,"Structured, proactive and data-driven approach, combined with a high degree of self-motivation.University degree in business, media, marketing, computer…"
Supervisor Mobile Laboratory (m/f/d),CENTOGENE GMBH,Rostock,By bringing together more than 500 individuals from 50 different countries to transform clinical and genetic data into medical solutions for patients.
Consultant/Berater (w/m/d) Data Lab – Business Intelligence,INFORM,Aachen,Im INFORM DataLab begleiten wir unsere Kunden bei der digitalen Transformation.Gemeinsam mit deinen Kollegen/-innen unterstützt du Unternehmen in den Bereichen…
VP Clinical Affairs,Occlutech,München,"Academic degree, preferably in life science, health care or business or equivalent combination of education and applicable job experience."
MASTER THESIS (M/W/D) - SIMULATION OF SELF-PROPELLED SWIMMING WITHIN A PHYSICALLY REALISTIC ENVIRONMENT,fortiss GmbH,München,"You will compare the simulated swimming with real experimental data from swimming animals and robots.Excellent bachelor degree in engineering (mechanical,…"
Praktikum als Business Analyst / Data Analyst in der Digital Factory (m/w/d),Allianz Deutschland AG,München,"Du magst Vielfalt, Geschwindigkeit und anspruchsvolle Aufgaben?Du möchtest einen Großkonzern auf der Reise in die digitale Welt begleiten?"
Web Analyst Intern (m/f/d),OMMAX GmbH,München,"Collaborate directly with the BI team departments (data tracking, data engineering, data science, data analysis), Project Managers and further OMMAX departments…"
Electrical Architect (w/m/d),B. Braun Avitum AG,Melsungen,"Degree in natural science or engineering or similar qualification.Your main tasks will include the selection of microprocessor technology, the design of signal…"
Corporate Counsel DACH (m/f/d),Thermo Fisher Scientific,Frankfurt am Main,The Corporate Counsel will also be required to provide ad-hoc advice on other legal matters (e.g. data privacy and competition law) and to take an active role…
MASTER THESIS (M/F/D) - SIMULATION OF SELF-PROPELLED SWIMMING WITHIN A PHYSICALLY REALISTIC ENVIRONMENT,Technische Universität München,München,"You will compare the simulated swimming with real experimental data from swimming animals and robots.Excellent bachelor degree in engineering (mechanical,…"
Clinical Study Manager (d/f/m),Novartis,Nürnberg,Delivery of quality data and compliance to quality standards.Where you’re given opportunities to explore the power of digital and data.
Business Intelligence Analyst (m/w/d),ManpowerGroup,Mannheim,"Für unseren Kunden, die Metso: Outotec suchen wir als ManpowerGroup Solutions ab sofort einen Business Intelligence Analysten (m/w/d) am Standort Mannheim."
(Senior) Data Scientist (w/m/d),aSE von ITrheinland.de,Köln,Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäftsprozesse unserer Kunden.Lass dich von uns überzeugen.
Solutions Architect,AWS EMEA SARL (Germany Branch),München,“Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
"(Senior) Manager, Data Analytics - Vendor Performance (f/m/d)",Delivery Hero,Berlin,"Experience with big data tools (e.g Redshift, BigQuery).You have at least a Bachelor’s degree in a quantitative subject or in business administration with…"
Executive Strategist (m/w/d) am Standort Hamburg,Omnicom Media Group Germany,Hamburg,"OMG Fuse ist die Spezialagentur für digitale Kommunikation innerhalb der Omnicom Media Group Germany.An den drei Standorten, Düsseldorf, Hamburg und München…"
Staff for Network Administration (m/w/d),Fischer HRM,Düsseldorf,"At least basic understanding of WIFI systems and data base (SQL server) knowledge.University degree or completed Vocational training , ideally in the field of…"
(Senior) Global Medical Advisor,Boehringer Ingelheim,Ingelheim am Rhein,"Ability to interpret scientific and clinical trial data.Successful track record in planning, conducting and publishing basic science and/or clinical research."
Senior Strategist (m/w/d) am Standort Düsseldorf,Omnicom Media Group Germany,Düsseldorf,"OMG Fuse ist die Spezialagentur für digitale Kommunikation innerhalb der Omnicom Media Group Germany.An den drei Standorten, Düsseldorf, Hamburg und München…"
Frontend Developer,European Molecular Biology Laboratory,Heidelberg,"We use advanced software engineering to develop professional open-source software for data science, computational biology, and data visualization."
Junior Softwareentwickler (m/w/d),BenFit-Nutrition GmbH,Düsseldorf,"Studienschwerpunkte: Informatik, angewandte Informatik, computational Engineering, data Science, digital Engineering.Dann bist du bei uns genau richtig!"
Sales Manager In Building Networks / Data Center (m/f/d) (Enterprise Networks) for Germany-West,Corning,Berlin,Corning is one of the world’s leading innovators in materials science.A particular focus on understanding and growing data center business by executing tactics…
Meterologe (m/w/d),V-K Recruitment,Darmstadt,"At least 5 years experience in satellite data processing, retrieval of geophysical/meteorological products and assessment of data product quality;"
Frontend Developer (w/m/d),zeb.consulting,Hamburg,Zeige deine Größe als Frontend Entwickler/-in und entwerfe mit modernen Web-UI-Technologien Lösungen für die Finanzbranche von morgen.
Projektcontroller / Data Management,Hays,Bonn,Als Projektcontroller* bist Du für projektbezogene Auswertungen zuständig und stehst unseren internen und externen Kunden als kompetenter Ansprechpartner* zur…
Global IT Business Process Lead - Health Sciences (HS),NSF International,Home Office,"Assists in the development and management of NSF systems architecture, policies and protocols for communication and data exchange, and integration or connection…"
Full Stack Developer (f/m/d),Siemens Mobility GmbH,München,"You hold a master’s degree in computer science, engineering or comparable field of study.In this environment, you can build up your expertise in traffic…"
