title,company,location,description
Expert (m|f|d),Sartorius Corporation,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
Business Development Analyst - BCG Omnia,The Boston Consulting Group,München,"Masters / MBA degree, preferably in business management, natural science, engineering or technology-related fields, with high academic achievement required."
Data Analyst (m/w/d) Artificial Intelligence,SII Technologies GmbH von ITbawü.de,Mannheim,Sie haben ein neues berufliches Ziel?Schlagen Sie mit SII Technologies Ihren Weg ein!Verwirklichen Sie als Data Analyst (m/w/d) Artificial Intelligence…
Inside Sales Specialist,Waters Corporation,Eschborn,"A science degree (e.g., chemistry, biology, engineering) is required.TA Instruments is seeking a dynamic individual for the role of Inside Sales Specialist…"
Business Development Associate / Manager (f/m/d),c-LEcta GmbH,Leipzig,"You will collect, investigate and assess data to judge the potential of an innovation for the market.Are you looking for an exciting challenge in a scientific…"
PhD Position – Integrative brain genomics analyses,Forschungszentrum Jülich,Jülich,"You develop and apply integrative bioinformatics/biostatistical analysis tools to combine high-dimensional omics data with the latest cytoarchitectural data,…"
Expert (m|f|d) Product Compliance & Hazardous Substances,Sartorius Stedim Biotech,Göttingen,Successfully completed natural science studies with specialization in chemistry or biochemistry.Sartorius’ ambition is to simplify progress in life science…
Senior Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
Head of Product Management Sustainability (m|f|d),Sartorius Stedim Biotech,Home Office,Sartorius’ ambition is to simplify progress in life science research and the.We are currently seeking a Head of Product Management Sustainability (m|f|d) for…
Ingenieur Statistische Prozesskontrolle (m/w/div.),Bosch Group,Dresden,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln?Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder…"
Technical Co-Founder (f/m/d) as member of the founding team for a cancer patient support startup,RoX Health GmbH,Berlin,You take care of data security.One in eight women gets breast cancer over the course of her life – that’s 70.000 a year.The diagnosis turns lifes upside down.
EMEA Brand Performance Analytics Manager,Johnson & Johnson Family of Companies,Deutschland,Analytics as well as data science techniques to transform our performance reporting ecosystems to generate valuable insights.
E-Commerce Datenpflege & Customer Service - Werkstudent (m/w/d),ARCHIVE GmbH,München,Wir sind ein junges Digitalunternehmen mit Fokus auf die Premium und Luxus Modebranche mit Büros in München und am Bodensee.Wir freuen uns auf deine Bewerbung.
Full Stack Developer for open-source STOCKS project,European Molecular Biology Laboratory,Heidelberg,STOCKS usage is growing rapidly and attracts scientists with different profiles and data types including imaging data.Fluency in English is mandatory.
Implementation Consultant - Quality Systems (Remote),Veeva Systems,Berlin,"Life science, computer science, or related degree.We are looking for Consultants with Life Sciences experience and a passion for helping customers optimize…"
7813: Dualer Master (m/w/d) als Softwareentwickler in Memmingen,Steinbeis Center of Management and Technology GmbH,Memmingen,Bei unserem Partnerunternehmen COMSYS verantworten Sie eigenständig ein Studienprojekt im Bereich der Softwareentwicklung in der Lebensmittelindustrie und…
Senior Implementation Consultant - Quality Systems (Remote),Veeva Systems,München,"Life Science, computer science or related degree.Veeva’s Vault Quality suite is the industry’s only complete quality solution for managing quality processes…"
Lead Developer (m/f/d),e-bot7 GmbH,München,"Some knowledge of machine learning, NLP, and data science (not mandatory but good to have).With our expert team of application developers and data scientists…"
Junior Java Developer (f/m/d) GRC Cloud applications- Finance,SAP,Walldorf,"Degree in information technology, computer or natural science, engineering or equivalent subject.The role requires permanent exploration of new technologies…"
Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data (Image).Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk…"
Security - Product Manager,Canonical - Jobs,Frankfurt am Main,A technical or science background and qualifications.Strong aptitude for data-driven decision-making.Product leadership at Canonical is data-driven and…
(Senior) Developer (f/m/d) for Core Data Platform HANA & Analytics | Data Management & Platform,SAP,Walldorf,Our team has the mission to build a cloud native data management system which solves today's data integration challenges.WHAT YOU GET FROM US.
"Praktikant (m/w/d) - Vertriebsstrategie, Marketing und Business Development im Smart Energy Startup",GreenPocket GmbH,Köln,Als agiles Startup im dynamischen Wachstumsmarkt für Smart-Energy-Software begleiten wir weltweit Energieversorger und Unternehmenskunden bei der Realisierung…
(Senior) React Frontend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
Sr.Customer Experience Manager LMDX,Amazon EU SARL(Germany Branch),München,"Degree in engineering, science, statistics, computer science or related field.Strong analytical and quantitative skills and the ability to use hard data and…"
"Senior Implementation Consultant, RIMS",Veeva Systems,München,"Life Science, computer science or related degree.Lead requirements workshops, design, prototype, configure and document content management/registration data…"
Digital Solutions Manager IT (m/f/d),Allianz Global Benefits,München,"Contribute to data analysis tasks, performance optimization and debugging for the DWH.Analyze existing business processes, needs and tools and translate them…"
Pre Sales Consultant IAM – DACH (m/w/d),Thales Group,München,Thales people architect identity management and data protection solutions at the heart of digital security.Any experience in the wider field of data protection…
(Junior) Developer (f/m/d) for Core Data Platform HANA & Analytics | Data Management & Platform,SAP,Walldorf,You will help building a generic and re-usable system that runs data processing and data integration pipelines on a Kubernetes-based platform.
System Test Engineer - Reference Sensorics & Annotation Lead (f/m/d),Magna International Inc.,Sailauf,"Experience in big data solutions.Ensure any required cross-functional design reviews or data sharing is completed.Script languages like AutoIt, Phyton or VBA."
System Test Engineer - KPI Platform & Test Lead (f/m/d),Magna International Inc.,Sailauf,Experience in big data solutions and KPI tool development.Ensure any required cross-functional design reviews or data sharing is completed.
"Information Security Officer (m/f/d), Daimler Truck Fuel Cell GmbH & Co.KG",Daimler Truck Fuel Cell GmbH & Co KG,Kirchheim unter Teck,Successfully completed Master's degree in computer science or in a related field.The change in powering transportation is coming - do you want to help shape…
Vara - Senior Regulatory Affairs Expert,Merantix,Berlin,Value data privacy of our customers and patients:Take responsibility as the data protection officer of our company and provide the point of contact for…
(Senior) System Manager DevOps (m/w/d),M2. technology & project consulting GmbH,Berlin,Unsere Recruiting Policy während Corona: M2 stellt weiterhin Talente ein.Bewerbungen werden bearbeitet und Interviews finden bis auf weiteres per Video statt.
Data Engineer in Data Science for Materials (m/f/d),BASF,Ludwigshafen am Rhein,"Good working knowledge of Python as applied to data science and web APIs (REST, GraphQL, etc.).Industrial experience in data management (real-world data) as…"
(Junior) Data Analyst (m/w/d),Pilot,Hamburg,Das erwartet Dich bei uns:In einer der innovativsten inhabergeführten und unabhängigen Media-Agenturen Deutschlands bist du ein Teil eines service-orientierten…
Data Scientist (m/f/d),Secret Escapes - Berlin,Berlin,2+ years of professional experience in data science.Proactively initiating projects and ideas to grow data insights.Things you'll be working on:
Data Scientist (m/f/d),VORWERK ELEKTROWERKE GMBH & CO. KG,Düsseldorf,Foundational research & experimentation on our data by using and exploring latest AWS cloud technologies to drive digital data products and data driven…
Praktikant Smart Data Analytics (w/m/x),BMW AG,München,"Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software.Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die…"
Software Developer in Data Science,Forschungszentrum Jülich,Jülich,"Realize innovative and challenging projects in the field of data management and data analysis,.Develop data management and data analysis services to help…"
Applied Scientist - NLP / IR,Amazon Development Center DEU,Berlin,Analyze the data and metrics resulting from traffic into Amazon's product search service.Prior work experience as an applied scientist or a data scientist at a…
Research Intern: Machine Learning,SAP,Berlin,Perform research to advance the science and technology in machine learning.Machine Learning enables computers to learn from large amounts of data without being…
Data Engineer (f/m/d),Lingoda GmbH,Home Office,Work with the data scientists to create an infrastructure to manage growing volumes of data and heterogeneity of data.We don’t just teach.
Lead Data Science/Business Intelligence (m/f/d),adjoe GmbH,Home Office,"Strong knowledge in at least one programming language that can be used for data science or BI.You drill into data from various sources (Redshift, Spark, SQL,…"
Teamlead Delivery - Schwerpunkt Data Science (m/w/d),alexanderthamm,München,Wir suchen dich ab sofort.Data und AI sind dein zu Hause?Des weiteren gestaltet sich deine neue Herausforderung wie folgt:2 bis 3 externen Consultants.
Case Team Assistant,The Boston Consulting Group,Düsseldorf,"BCG’s diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change through leading-edge management consulting…"
Aktuar oder Acturial Data Scientist (m/w/d),ROLAND Rechtsschutz-Versicherungs-AG,Köln,Die Versicherungsbranche ist wie das Leben: immer in Bewegung – und wir von ROLAND Rechtsschutz laufen an der Spitze.DAS ERWARTET SIE ALS NACHVORNESCHAUER:
System Administrator,ManTech International Corporation,Wiesbaden,"Identifying overall security requirements for the proper handling of Government data.Creating and maintaining Visio network and system drawings, hardware…"
Data Engineer (m/f/d),VORWERK ELEKTROWERKE GMBH & CO. KG,Düsseldorf,Leverage our data by using and exploring latest AWS cloud technologies to drive digital data products and data driven decisions.
Medical Science Liaison (m/w/d),Teva Pharmaceuticals,Ulm,… responsible for mapping of EE in line with segments as well as for providing advanced level scientific information and data to healthcare professionals to…
Machine Learning Engineer in Data Science for Materials (m/f/d),BASF,Ludwigshafen am Rhein,Degree in computer science or similar studies (with a PhD or comparable qualification).We provide IT that works and offer know-how and access to latest…
PhD student within the EU research project INTUITIVE (f/m/x),BMW AG,München,"Candidates (f/m/x) need to be highly motivated, self-driven and have suitable background from robotics, physics, neuroscience, automation, or computer science."
Working Student Machine Learning Engineer (m/f/d),Linde Gas GmbH,München,"You have profound software development/data science experience (preferably in an engineering or technology role).Pullach nearby Munich, Germany (req2339)."
Data Engineer (m/f/d) in Global Data Office,Allianz Global Corporate & Specialty,München,Experience with using data and advanced technology to change culture.Designing and implementing complex data pipelines / ETL pipelines.AGCS-DE-4217/2020-E1.
Data Scientist Prozessautomatisierung Personen-Rückversicherung (Teil-/Vollzeit),Hannover Rück,Hannover,Hannover Rück – als weltweiter Rückversicherer übernehmen wir Risiken anderer Versicherungen und entwickeln gemeinsam neue Produkte.
Doktorand (f/m/d),German Centre for Integrative Biodiversity Researc...,Leipzig,Their share in science and research.A clear drive to do science.Supports and implements our mission to do great science.Doctoral Researcher (f/m/d).
Research Scientist Cheminformatics (m/f/d),BASF Digital Solutions GmbH,Ludwigshafen am Rhein,"Hence, you will work in a diverse team of computational chemists, data scientists, medicinal chemists and biologists, to develop solutions making the growing…"
Data Analyst / Data Scientist (m/w/x),Plan.Net Gruppe für digitale Kommunikation GmbH &...,München,Zum nächstmöglichen Zeitpunkt suchen wir an unserem Standort München in Vollzeit einen Data Analyst / Data Scientist (m/w/x) für Plan.Was wir von Dir erwarten:
Intern (f/m/d): AI Research,SAP,Berlin,You will have the chance to work with the richest data sets available in the world addressing real-world problems.Employment Type: Limited Full Time.
Doktorand (f/m/d),German Centre for Integrative Biodiversity Researc...,Leipzig,"A clear drive to do science.And implements our mission to do great science.Research, and thus, encourages to become engaged in synthesis, making use of…"
Research Scientist Cheminformatics (m/f/d),BASF,Ludwigshafen am Rhein,"Knowledge in machine learning model deployment and data visualization would be considered a plus.In this context, you will use internal and external data…"
Rese­arch Assist­ant,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Research Scientist (m/f/d) - iPSC Kidney Research,Evotec,Göttingen,Leveraging these skills and expertise the Company intends to deliver superior science-driven discovery alliances with pharmaceutical and biotechnology companies…
scientist position (f/m/d),Universität Duisburg-Essen,Essen,Probst. Your work will focus on data management and.Data integration to facilitate collaborations and analyses on concerted large-scale experiments.
Doktorand (f/m/d),German Centre for Integrative Biodiversity Researc...,Leipzig,"A clear drive to do science.And implements our mission to do great science.In synthesis, making use of available data from previous projects."
Working Student – Software Analyst,The Boston Consulting Group,Düsseldorf,"Ongoing bachelor's or master's studies with high academic achievements - preferably in computer science, software engineering, statistics or business economics."
Datenanalyst / Data Scientist (m/w/d),energy & meteo systems,Oldenburg,Datenanalyse zur Sicherstellung der bestmöglichen Vorhersagequalität und Validierung von Leistungsprognosen.Einsatz von Data Science Methoden zur inhaltlichen…
Data Engineer (m/f/x),Trade Republic Bank GmbH,Berlin-Kreuzberg,Provide input on data models and analytical tasks from a data handling perspective.Be responsible for connecting data to the data warehouse from different…
Digital Learning Designer (f/m/d),Friedrich-Schiller-Universität Jena,Jena,For information on collecting personal data please refer to www.uni-jena.de/universität/stellenmarkt/datenschutzhinweis.Digital Learning Designer (f/m/d).
Softwareentwickler (w/m/d) im Bereich Data Science,Forschungszentrum Jülich,Jülich,"Supercomputer helfen uns, Lösungen für große wissenschaftliche Herausforderungen zu finden, und sind für die moderne Forschung unverzichtbar."
Praktikant Technische Integration Gesamtfahrzeug (w/m/x),BMW AG,München,Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie.Aber Fahrfreude wird bei uns von der Entwicklung bis zur…
"Doktorand (m/w/d) 3 Jahre / 25,88 Std./Woche",Ruhr Universität Bochum,Bochum,Die Ruhr-Universität Bochum (RUB) ist eine der führenden Forschungsuniversitäten in Deutschland.Als reformorientierte Campusuniversität vereint sie in…
"PhD Student IGG, Kennziffer 97/20/3.202",Rheinische Friedrich-Wilhelms-Universität Bonn,Bonn,"Systems using real sensor data.Analysis and interpretation of 3D data.Vehicles, mobile mapping vehicles) which allow the creation of highly accurate…"
"Biologist, Biotechnologist - Business Development (m/f/d)",c-LEcta GmbH,Leipzig,"You will collect, investigate and assess data to judge the potential of an innovation for the market.Are you looking for an exciting challenge in a scientific…"
Research Assist­ant - salary grade E13 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Data Scientist (m/w/d),Maximum Personalmanagement GmbH,Hannover,Sie sind der größte Spezialist auf dem Gebiet Data Science und KI?Dann sind Sie genau der richtige Kandidat für diese Stelle!
"Wiss. Mitarb./Doktorand (m/w/d) 3 Jahre 29,87 Std./Woche",Ruhr Universität Bochum,Bochum,"Candidates should have a recent and very good Master degree in mathematics, computer science, engineering or a related field."
Senior Data Scientist (m/w/d) für Vodafone Towers Germany (TowerCo),Vodafone,Düsseldorf,"Bist Du bereit für eine Zukunft, die dank neuer, digitaler Technologien so aufregend sein wird wie nie?Bist Du bereit für eine Welt voller Möglichkeiten?"
Working Student Talent Acquisition (m/f/d),KWS Group,Berlin,"You are a registered student in the field of economics, human resources, psychology, social science or comparable.A location in the heart of Berlin."
Audio DSP Engineer (m/f/d),Mimi Hearing Technologies GmbH,Berlin-Friedrichshain,"Experience with processing data on Python backends.Optimize the processing of our hearing test data.Work with audio engineers, data engineers, and the…"
Full-stack developer with product background,Happydeeds,Berlin,"BA/BS in computer science or related technical field, or equivalent practical experience.We are looking for strong full stack engineers with a product…"
Abschlussarbeit_Applied Machine Learning Analysis and Human-Computer-Interaction Application for Driver Affect Recognition,Porsche AG,Weilimdorf,"Ziel der Thesis ist die Implementierung eines neuartigen Mensch-Computer-Schnittstellenkonzepts, bei dem menschliche menschliche, affektive Zustände mittels…"
Cheminformatician (m/f/d),Friedrich-Schiller-Universität Jena,Jena,Understand scientific data and meta-data management.Enthusiasm and interest in new methods and technologies as well as in data science.
Data Engineer (f/m/d),Mimi Hearing Technologies GmbH,Berlin-Friedrichshain,Experience working with personally identifiable data and medical-grade data.Work on designing and implementing a data strategy to improve our data management.
"(Senior) Quality Engineer, Body-in-White - Battery Enclosures (m/w/d) - Gigafactory Berlin",Tesla,Grünheide,"Position: Quality Engineer, Body in White – Focus on Battery Enclosures.Accountable for the quality of incoming components, quality controls and assurance in…"
Strategic Sales Analyst (m/f/x),DHL Supply Chain,Bonn,"Furthermore, you will apply data analytics and data science techniques to measure and drive performance.3-5 years of work in the space of Sales & Marketing…"
Business Intelligence Developer (m/f/x),Trade Republic Bank GmbH,Berlin-Kreuzberg,Expand the data warehouse to cover further use cases in close collaboration with the data analytics and engineering teams by adding new entities and additional…
Teamlead Delivery - Schwerpunkt Data Strategy (m/w/d),alexanderthamm,München,Wir suchen dich ab sofort.Data und AI sind dein zu Hause?Des weiteren gestaltet sich deine neue Herausforderung wie folgt:2 bis 3 externen Consultants.
Zwei Wissenschaftliche Mitarbeiter/ Wissenschaftliche Mitarbeiterinnen (m/w/d),Beuth-Hochschule für Technik Berlin,Berlin,Im Fachbereich VI (Informatik und Medien) sind voraussichtlich ab dem 01.02.2021 befristet für die Dauer von drei Jahren - unter Vorbehalt der Bewilligung der…
Business Intelligence Specialist (m/f/d),BHS Corrugated Maschinen- und Anlagenbau,Weiherhammer,"Design and build data models according to reporting requirements.Collect, clean, and transform data from internal and external sources."
Senior Data Scientist - Candidate Insights Team,SmartRecruiters Inc,Berlin,"Advocacy: Lead data initiatives and foster a data culture, encourage and advocate for a team-wide data-first mindset by connecting data projects to business…"
CRA II - Senior CRA,Docs Global,Home Office,"Ability to review and evaluate clinical data;Verifying that source data/documents and other trial records are accurate, complete, and maintained;"
Algorithmenentwickler mit Schwerpunkt ML in der MEMS Entwicklung (m/w/div.) (REF86182D),Bosch Group,Reutlingen,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln?Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder…"
Junior Analytics Architect (f/m/x),Vodafone,Düsseldorf,Can apply a range of data analytics techniques.Technical degree level (minimum candidate for bachelor of science).
Senior Data Engineer - Zalando Offprice,Zalando,Berlin,2+ years of experience in daily work with data analysts and upstream data producers.You will be owning the processes of building and maintenance of data…
Technical Application Specialist (m/w/d) HLA & Transplant Diagnostics,Thermo Fisher Scientific,Hennigsdorf,Provide technical support through analysis of customer data and provide expert interpretations to customers.Our Mission is to enable our customers to make the…
Strategic Services Sourcing Manager (m/f/x),"Agilent Technologies, Inc.",Waldbronn,"Management of service suppliers program processes, documentation, data, contracts & exhibits in assigned territory.The role will involve up to 25 % travelling."
Service Delivery Manager,Boehringer Ingelheim,Ingelheim am Rhein,"Several years’ working experience in IT related activities with a profound technical expertise around data, analytics and digital topics."
Implementation Engineer - Chemicals (m/w/d) Chromatography and Mass Spectrometry,Thermo Fisher Scientific,Leipzig,"Integration of holistic offers for the customer including software, data collection, sample handling, and usability of data.How will you make an impact?"
Systemadministratorin/ Systemadministrator (m/w/d) im Bibliothekswesen oder Systembibliothekar/ Systembibliothekarin (m/w/d),Deutscher Wetterdienst,Offenbach,Der Deutsche Wetterdienst (DWD) sucht zur Mitarbeit im Referat „Deutsche Meteorologische Bibliothek“ im Geschäftsbereich „Personal und Betriebswirtschaft“ am…
"Wiss. MA Post-Doktorand (m/w/d) 2 Jahre 39,83 Std./Woche",Ruhr Universität Bochum,Bochum,"Are you looking forward to solving a complex interdisciplinary task at the interface of materials science, applied mathematics, computer science and data…"
Business Intelligence Manager ( M / W / D ),BEARPAW PRODUCTS,Großheirath,Wir sind BEARPAW PRODUCTS - eine am schnellst wachsende Bogensportmarke für das B2B und B2C Segment weltweit.Wir sind in der Branche die Ausnahmeerscheinung.
"Postdoc biology - electrophysiology, two-photon imaging (m/f/d)",LMU,Dachau,"The project will also involve the use of two-photon microscopy, multi-electrode array (MEA) and the analysis of metabolomics data.Salary according to TV-L."
Head of Analytics CoE ‏ (d/f/m),Henkel,Düsseldorf,"Lead and develop 4 teams in the areas of BI consulting, data & analytics solutions, data governance, and operations & service management."
Junior Consultant (m/w/x) Life Science,infoteam Software AG,Erlangen,Junior Consultant (m/w/x) Life Science.Wir bei infoteam realisieren seit fast 40 Jahren spezifische Softwarelösungen für unsere Kunden aus den Märkten Industry…
Junior Data Analyst / Data Scientist (m/w/x),Plan.Net Gruppe für digitale Kommunikation GmbH &...,München,Zum nächstmöglichen Zeitpunkt suchen wir an unserem Standort München in Vollzeit einen Junior Data Analyst / Data Scientist (m/w/x) für Plan.
Customer Support and Service Engineer,Oxford Instruments Plc,Wiesbaden,"Collect and maintain data for installations, warranty and customer / instrument history.Maintain existing CRM with accurate and up to date data on customers…"
DRAM Product Engineer _core/array test,Micron,München,"University master degree in electrical engineering, physics or computer science.Extract and analyze test and manufacturing parametric data and subsequently…"
Working Student (m/f/d) Frontend Development,allmyhomes GmbH,Berlin,"Currently enrolled in University studying computer science or similar.Following the entry of TPA Real Estate Brands founder Lutz Grimm, we continue to…"
"Post-Doctoral Researcher (f/m/d) IGG, Kennziffer 98/20/3.202",Rheinische Friedrich-Wilhelms-Universität Bonn,Bonn,"Analysis and interpretation of 3D data.Vehicles, mobile mapping vehicles) which allow the creation of highly accurate georeferenced 3D data of the."
Customer Solution Engineer - Chemicals (m/w/d) Chromatography and Mass Spectrometry,Thermo Fisher Scientific,Leipzig,"Integration of holistic offers for the customer including software, data collection, sample handling, and usability of data.How will you make an impact?"
W3-Professorship for Quantum Computing,Karlsruher Institut für Technologie,Karlsruhe,"The processing of personal data by the Karlsruhe Institute of.Solid-state physics and quantum science and technology, as well as.It is expected that you."
Senior Product Analyst - Zalando Lounge,Zalando,Berlin,"Impacting product decisions through presentation and data storytelling of data-based recommendations.You value a diverse and fast-paced business environment,…"
Datenmanager (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann GmbH Office + IT Service ist seit 20 Jahren auf die Vermittlung und Überlassung von Fach-…
"Postdoc (m/f/d) for the Research group on ""Cardiac Remodelling""",Universitätsmedizin Göttingen,Göttingen,Experience with transcriptomic data analysis would be an additional advantage.Trained and highly motivated student (Master of science or equal) or PhD having…
Customer Solution Engineer - Chemicals (m/w/d) Chromatography nd Mass Spectrometry,Thermo Fisher Scientific,Frankfurt am Main,"Integration of holistic offers for the customer including software, data collection, sample handling, and usability of data.How will you make an impact?"
Junior Clinical Research Associate – Home Based (m/f),Docs Global,Deutschland,"Ensures accuracy, validity and completeness of data collected at trial sites.For AEs/SAEs, ensures that they are consistent with all data collected and with…"
Principal Applied Scientist - Pricing & Forecasting,Zalando,Berlin,The team consists of senior research engineers and data scientists who together build scalable machine learning models which are capable to be called millions…
Junior Group Leader with focus on Translational Cancer Research,Universitätsklinikum Frankfurt,Frankfurt am Main,"Experience in designing and applying bioinformatics, statistics, computational biology and/or data science techniques for analyzing high-throughput data (e.g.…"
